,user,text,classe
878,badchromatica,pensando em como seria a era chromatica sem o coronavirus https://t.co/NIKIsTNubj,Neutro
879,Tjap_Oficial,"O combate à violência doméstica segue firme na pandemia do coronavírus. É preciso abrir os olhos para o problema e ajudar as vítimas a se libertarem desse mal que ameaça a vida de muitas mulheres. Disque 180 e denuncie! 

#NãoSeCale 🚺
#LeiMariaDaPenha 💟
#SinalVermelho❌ https://t.co/p5rGmpcpGT",Neutro
880,RobinhoL,"@thiagoohai Porran Man, era o coronavirus que tava preso aí, agora vc fodeu com tudo dnv",Negativo
881,VoisinNadine1,😡😡😡 A conserver ! 😡😡😡 https://t.co/qQD3om3kKC,Neutro
882,LNJROFICIAL,"Na manhã desta sexta-feira (11), Neymar Jr. foi às redes sociais para dizer que voltou aos treinos dias depois, recuperado do Coronavírus. ⚽ https://t.co/VIuEYxi8oO",Positivo
883,JORNALCORREIOMS,PANDEMIA| MS registra 2.258 novos casos de coronavírus em 24 horas https://t.co/nsY2itTTUO https://t.co/GfD2olNvyl,Negativo
884,etamundo,"#COVID19 
O Brasil da pandemia coronavirus, não tem Ministro da Saúde - tem um presidente genocida.
E o problema é do arroz! 
Agora são #130mil mortes.. 
#FiqueEmCasa Povo Negro https://t.co/4CuKwdYTd4",Negativo
885,SoftZuritax,@jpvillamil8 Maldito coronavirus?,Negativo
886,kamischoror,"coronavirus, se saia do meu frederico, se saia AGORA",Negativo
887,MatutoRaony,"O @FluminenseFC colocou @fredgol9 em campo provavelmente já com Coronavírus. Aí o @RCaio03 marcou ele o jogo inteiro e depois foi pra casa, onde estava sua esposa grávida.

Tudo normal, né?",Negativo
888,bibianadihl,Agências do INSS iniciam retomada do atendimento presencial na próxima semana https://t.co/fRV5TD5GX2 @GauchaZH,Neutro
889,jornalestadoms,PANDEMIA| MS registra 2.258 novos casos de coronavírus em 24 horas https://t.co/XwRU4fbWSW #luto #Saúde https://t.co/ehOgPT0hKQ,Negativo
890,BrunopLuz,"@van_assis_ Mas é o novo coronavírus, é uma variação do vírus de 2002 que teve surto na China. É estranho, mas é o jeito certo de se falar",Neutro
891,heartshapdrbox,"O coronavírus não pode me matar, porque eu morri no dia que o Chris Cornell morreu",Neutro
892,Boylixo_,@LuyzHumming @SKR4EL A verdadeira cura p o coronavirus https://t.co/nRSord2mD1,Positivo
893,rfgabriel1,Coronavírus? Isso é lenda. No ES tem esse troço não... https://t.co/eVdDghcE8z,Neutro
894,SICNoticias,Polícias com “orientações muito precisas“ para intervir em casos de ajuntamentos https://t.co/N90Irksljx,Neutro
895,avosidade,"Ter gêmeos é comum nessa família, mas numa pandemia, não. O novo coronavírus foi escolher justo a minha hora de ser avó, diz a autora deste texto delicioso que só uma avó com amor contido pelo distanciamento poderia escrever. 
#avosidade #avós #netos 

https://t.co/ZxH38Nfc7Q",Neutro
896,Marialuizababe,Resultados preliminares na China confirmam eficácia de remédio russo contra Covid-19 https://t.co/sZeYbUqnSg #ForaBolsonaroEMourao,Positivo
897,RaquelF02354437,@RodrigoMaia tem muitas pessoas presidente que acha que é muito r$ 600 dá para ajudar um pouco sim mas se abaixar para r$ 300 nós vamos passar mais dificuldade ainda por que a crise do coronavirus tem muita gente que ficou desempregado presidente,Negativo
898,jornalhoje,"O Brasil tem 129.865 mortes por coronavírus confirmadas até as 13h desta sexta-feira (11), segundo levantamento do consórcio de veículos de imprensa a partir de dados das secretarias estaduais de Saúde: https://t.co/QZvwyQEbpX #JH #JornalHoje",Negativo
899,jessalves0,Queria deixar registrado pra A pessoa que ainda me segue que parabéns você é pior que o coronavírus,Negativo
900,catanduvananet,"Carta aberta de agradecimento aos profissionais da saúde, envolvidos na luta contra o Coronavírus 

https://t.co/qN7ECqugy2 https://t.co/0dEVpmUMAp",Positivo
901,GauchaZH,"Caixa abre 31 agências neste sábado no RS para saques de FGTS e auxílio emergencial
https://t.co/ot8TBAOcQ8",Neutro
902,sulinformacao,“Festa da Cataplana” vai juntar cultura e gastronomia em Castro Marim #castromarim #cataplana #covid19 #coronavirus https://t.co/NrwHsQMpXP,Neutro
903,babssaude,Vacina contra o coronavírus: como será a colossal e complexa missão de distribuí-la pelo mundo - 11/... (https://t.co/OTr4wvDaYV),Neutro
904,flamengcamisa12,"Feche os olhos e imagine se a mulher ou namorada do Gabigol fosse diagnosticada com coronavírus e ele fosse pro jogo mesmo assim, dois dias depois ele próprio desse positivo pro vírus??? https://t.co/A2K6H0bhbw",Negativo
905,zoiobiel,feiao esse bagulho de coronavirus mané pprt tá chatao já,Negativo
906,vicmedeiros18,"🔝❤

#6p19 #rj #happy #eyebrows #living #mask #instagood #protection #coronavirus #moodoftheday #hairdone em Mendes, Rio de Janeiro https://t.co/d9t18IQ3fL",Neutro
907,Blackowlrec,"Chegou o grande dia!

EP: AC/DC hoje no nosso canal no Youtube as 19:00hs 
(link na bio)
😱🦠🤧💉😷🦉🔥

#blackowl #blackowlrec #rap #raprj #rapcarioca #favela #mare #cpxmare #hiphop #culturaderua #acdc #resistencia #pandemia #covid_19 #coronavirus #damarépromundo https://t.co/wIWwqlGAaj",Neutro
908,wilsonxw,"https://t.co/phZLzYVwL4
Chael Sonnen explica rivalidade com lendas brasileiras: ‘Anderson entendeu, Wanderlei não’
Esporte Uberlândia
Por Wilson Barbosa 11/09/2020
#Coronavírus #COVID19 #Pandemia #UFC #MMA #WanderleiSilva #ChaelSonnen #TUFBrasil3 #EsporteUberlândia https://t.co/X3QK7hAsMY",Neutro
909,heartshapdrbox,"Roqueiro de 13 anos:
O grande Deus Coronavirus, te oferecemos todos os funkeiros em sacrifício, peço acalmar sua fúria",Negativo
910,dreamerbboy,"espero que até lá tenham achado a cura do coronavírus, ngm merece duas pandemias de uma vez só https://t.co/hOdBpeTR9e",Negativo
911,vicen777e,coronavírus me deixou com falta de ar pra caralho meu amigo,Negativo
912,PesquisaFapesp,"https://t.co/mPRAjerF2Q #Corticoides‌ ‌diminuem‌ ‌mortalidade‌ ‌em‌ ‌casos‌ ‌graves‌ ‌de‌ #‌Covid19 Com base nos resultados de estudos recentes, a OMS reviu suas orientações para o tratamento da doença causada pelo coronavírus #SarsCoV2",Positivo
913,luziasmelo24,"Era pra hoje eu tá colando grau, recebendo meu diploma.

Coronavirus fdpt",Negativo
914,fernandopai,"Atualização da Secretaria de Saúde nesta sexta-feira (11) confirma 56 novos casos de coronavírus. O total de confirmados chega hoje a https://t.co/tBQmEE3SYg total de notificações (28.230), 15.897 foram descartados e 9.146 recuperados. https://t.co/Mq53vVaQwe",Negativo
915,marivedder,vem aí o próximo caso de reinfecção por coronavírus no Brasil https://t.co/YIFrOpz2lr,Negativo
916,Jornaldaki,"São Gonçalo realiza simpósio sobre Setembro Amarelo. #JornalDaki #SãoGonçalo #Pandemia #Covid19 #Coronavírus

https://t.co/Q84w99uvxa https://t.co/rLtX3hepWo",Neutro
917,tuanesss,Vai ser o primeiro caso comprovado de reinfecção pela 4° vez por coronavirus. Fiquem atentos ao Atestado. https://t.co/Ppr6LC4lWJ,Neutro
918,nelsonvieiravet,@neymarjr Quantos atletas morreram de coronavírus no mundo???,Neutro
919,LeoOut_of_this,"Acabei de descobrir que a FAMÍLIA INTEIRA do meu vizinho pegou coronavírus. DO VIZINHO, os cara mora GRUDADO na minha casa.",Negativo
920,ygorbarbosx,fred tá com coronavírus tá doido que irresponsabilidade botar o cara pra jogar quarta feira,Negativo
921,em_com,"Sala de Situação' da COVID-19 em MG não tem data para ser desmobilizada, diz governo

#coronavirus #covid19 #coronavirusMG

https://t.co/iqpMHnpiwh",Neutro
922,jornaldanova,Saúde de Batayporã amplia atendimento no Centro de Triagem ao Coronavírus https://t.co/3q4etm7Qkd,Neutro
923,portaluai,"Sala de Situação' da COVID-19 em MG não tem data para ser desmobilizada, diz governo

#coronavirus #covid19 #coronavirusMG

https://t.co/mStqxumUZZ",Neutro
924,redeaprizion,"#Coronavirus (OMS diz: NÃO use IBUPROFENO) ~Ouça Atualizações na Região CENTRO-OESTE~

https://t.co/IMlSePJa1T",Neutro
925,redeaprizion,"#Coronavirus (OMS diz: NÃO use IBUPROFENO) ~Ouça Atualizações na Região NORTE~

https://t.co/XdRHfBZdYR",Neutro
926,tuneinbrasil,"#Coronavirus (OMS diz: NÃO use IBUPROFENO) ~Ouça Atualizações na Região SUDESTE~

https://t.co/EL3Cr5ZXwl",Neutro
927,opovoonline,Volta às aulas na Itália em tempos de coronavírus: https://t.co/CTKAsgX0TJ https://t.co/BrZWkN8vjb,Neutro
928,MegaCurioso,"O ensaio clínico, que pretende verificar a eficácia da BCG contra o novo coronavírus, terá a participação de 3 mil voluntários brasileiros! #covid19 #megacurioso https://t.co/wrH4J6ft2p",Neutro
929,MUFCuriosidades,"🔴 Juan Mata está treinando em casa depois de voltar da Espanha. Ele testou negativo para coronavírus. 

Romero, Wan-Bissaka, Jones, Fred e Matić também não foram vistos em Carrington esta semana. 

🗞 MEN https://t.co/6ldCqiAZKK",Neutro
930,radioctbamaisfm,"A vacina da Sinovac tem 98% de eficácia e pode ser aplicada ainda em 2020. É o que mostram testes clínicos em estágio avançado do imunizante da chinesa Sinovac contra o novo coronavírus.
https://t.co/xlQfL2FDtq",Positivo
931,Henr1queFaria,@vitao Já não basta o Coronavírus 🤦🏽‍♂️,Negativo
932,Sullivan_crf,Fred do Fluminense que jogou na quarta feira contra o Flamengo está com coronavírus,Negativo
933,rbrasiliense,"Atenção, governador: Câmara aprova projeto que dobra a pena para quem roubar na pandemia do novo coronavirus.
Fica o aviso! Quem veste a carapuça?",Negativo
934,leonardoragnoli,Agora tá mais fácil de pegar coronavírus galera https://t.co/kYAiJzbSm4,Negativo
935,NETFLU,"Fred testa positivo para o coronavírus e está fora do jogo de domingo - 

https://t.co/9G0MeLixo1 https://t.co/rEH8ORCBko",Negativo
936,ArthurLarangote,Coronavirus em Anápolis tá diferente🤔 https://t.co/n8RVFgxqx2,Neutro
937,captwinmarvel,CORONAVIRUS TE ODEIO INFERNOO https://t.co/4LfWvtPO3E,Negativo
938,AgoraTo_noticia,"Davi promulga leis que liberam R$ 15,9 bilhões para combate a coronavírus https://t.co/HHQ4IYnw2W",Neutro
939,machadoamorim01,Passou coronavírus pra todo mundo https://t.co/DjF5I4pr4n,Negativo
940,folha,"Governo da Bahia fecha parceria para testar vacina russa e pode comprar 50 mi de doses (via @folhaequilibrio)

https://t.co/g4wcXZu78g",Neutro
941,FreireJoao_,Saudades ir no Araújo e tá tocando criminal e não os cuidados do coronavírus,Neutro
942,meiahora,"Cidadãos que antes não pensavam em planejamento sucessório passaram a refletir sobre o assunto com a pandemia de coronavírus.
#MeiaHora 

https://t.co/4XJXIzcbny",Neutro
943,EstagioOnline,"Quarentena em casa por conta do Coronavirus?
A FGV liberou 55 cursos online e gratuitos, que você pode fazer durante esse período e estudar sem risco!
Acesse: https://t.co/MbspSafzsO https://t.co/YXTJSS9rxX",Positivo
944,GloboNews,"No dia 11 de março, todos os continentes já registravam infecções pelo novo coronavírus: https://t.co/I041e3AOqJ #GloboNews #Estudioi",Negativo
945,MendesOnca,"França cogita em retornar ao confinamento 
https://t.co/bdYdyeJljk",Neutro
946,eiarielly,A mulher do Fred está com o coronavírus e mesmo sabendo disso o Fluminense escalou o Fred para jogar e agora ele testou positivo para o covid (que surpresa não?). Imagina quantas pessoas ele pode ter infectado também? Que irresponsabilidade,Negativo
947,Torcedorescom,Fluminense anuncia que Fred testou positivo para o coronavírus - https://t.co/r49ETvihSU https://t.co/2NNU701Oju,Negativo
948,meionorte,"Com covid-19, o médico segue internado em uma Unidade de Terapia Intensiva (UTI) https://t.co/SEA4ytCMaf",Negativo
949,ExtremaDireit17,@xico1962 Bóris Casoy tá afastado por causa do coronavirus chinês esquerdista criado em laboratório chinês esquerdista.,Negativo
950,Sahara10300562,Argentina lidera esa pelotudez #Coronavirus,Neutro
951,SilveiraBordim,O SURPEENDENTE LADO BOM DO CORONAVÍRUS https://t.co/wGp9XjOcAJ via @YouTube,Positivo
952,NETFLU,"Fred testa positiva para o coronavírus e está fora do jogo de domingo - 

https://t.co/9G0MeLixo1 https://t.co/c4WgYxlpF6",Negativo
953,kribshna,"pouco se fala do declínio das condições de trabalho do proletariado no período do coronavírus

hj eu vim trabalhar com a calça com o botão aberto pq nenhuma calça minha tá fechando depois da quarentena",Negativo
954,maisfutebol,"Covid-19: Benfica «congela» venda de lugares anuais
https://t.co/y4dg10m8Qw https://t.co/Or5rXt9ITx",Neutro
955,SICNoticias,Covid-19. Em que situações podem encerrar as escolas? https://t.co/UE7DIstvnL,Neutro
956,STpontocom,"O camisa 9 testou negativo em todos os exames anteriores, mais recentemente na quinta-feira anterior (03/09), no sábado (05/09), na segunda (07/09) e na quarta (09/09), que garantiu a participação dele na 9ª rodada.

https://t.co/vzxOftNDTb",Positivo
957,unicampoficial,"Há postos de coleta em Campinas, Sumaré e Piracicaba. Ajude também! 

Outras informações podem ser obtidas pelo e-mail hemocentro@unicamp.br ou telefone 0800 722 8432.

#doesangue #doevida #pandemia #coronavirus #hemocentro https://t.co/cqkwpd7XFM",Neutro
958,MarianiP6,@felipaqueiroz Coração delas chorando bleeding love.... Eu vou matar o coronavirus... Te amo,Neutro
959,canalriasbaixas,"A área sanitaria de Pontevedra e O Salnés rexistra xa 54 brotes

#Pontevedra #OSalnés #áreasanitaria #coronavirus #datos #pandemia #Covid #positivos #Sergas 

https://t.co/NjP4qeHkO1",Neutro
960,estudioi,Os últimos 6 meses passaram rápido ou devagar para você? Acredite: essa já é a duração da pandemia do coronavírus😱! A @LeilaSterenberg fez um histórico pro #estudioi: https://t.co/uE854pC0P4,Neutro
961,jojoribeiro_fly,"Que o coronavírus pode deixar sequelas nos pulmões, todos já sabem. Mas um estudo da Universidade de Yale concluiu que 50% dos contagiados tem sequelas no cérebro. O vírus invade neurônios para replicação viral e até retira oxigênio das células. Será?🤔
https://t.co/rlI8OFrQyT",Negativo
962,arquiberlula13,Vacina contra o coronavírus: como será a colossal e complexa missão de distribuí-la pelo mundo https://t.co/fmfINGpg4G,Neutro
963,tribunapr,"""Crushs"" da quarentena! https://t.co/3Xirqt79FI 

#quarentena #crush #tinder #aplicativo #Curitiba #relacionamento #pandemia #coronavírus #covid19 #TribunaDoParaná",Neutro
964,sagres730,Governo da Bahia anuncia compra de 50 milhões de doses da vacina russa contra o coronavírus https://t.co/55D6E3xHFR,Neutro
965,portalamirt,"➡️GOVERNO⬅️

O governador de Minas, Romeu Zema, decretou um auxílio emergencial no valor de R$39, destinado as pessoas incluídas na faixa de extrema pobreza, devido à crise causada pelo novo coronavírus.

https://t.co/NRjQ91AD3T

#PortalAmirt #jornalismo #renda #auxílio #governo https://t.co/Fo0oSoDxLP",Neutro
966,sou1pokemon_,"preciso voltar pra academia, mas to com medo de voltar essa semana e morrer de coronavirus",Negativo
967,luskaV21,"@GN_GeekNation Coronavírus vc me paga, infelizmente BW vai ser adiado tbm@",Negativo
968,dudamrm,Deus acaba com o coronavirus eu não aguento mais ficar arrumando treta no facebook,Negativo
969,d4m1ela,"acabei de ver um post da skins under party comemorativo de 10 anos, e eles falaram que iam voltar agora em setembro MAS O CORONAVIRUS ESTRAGOU TUDO MEU DEUS QUE ÓDIO DESSE VÍRUS ARROMBADO DO CARALHO",Negativo
970,MarinezSasso,"Átila Tamarindo, o vidente que previu 1.000.000 de mortes até agosto devido ao coronavírus, é o garoto propaganda do TSE para fake news.😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂",Negativo
971,johnzshelby,"a unica série que de fato eu to animada pra ver como vai abordar sobre a pandemia do coronavírus é greys, inclusive vou até tentar botar em dia pra conseguir acompanhar quando estrear",Neutro
972,estantediagonal,"Um livro que profetizou o surto do coronavírus? Os Olhos da Escuridão, de Dean Kootz https://t.co/lj164X9okZ",Neutro
973,sfanasouza,"O problema se deu pela reação ideológica e nada natural frente ao novo coronavírus. Se tivéssemos seguido o curso natural das coisas, hoje estaríamos em uma situação bem diferente se comparada à adotada ideologicamente. É isso.",Neutro
974,ForeverZaintS,@PrukSupforever Que? Como que coronavirus?,Neutro
975,cainnovas,"CORONAVIRUS NUNCA ME ASSUSTOU
EU JA PEGUEI COISA PIOR E AINDA CHAMEI DE AMOOOOOOR",Neutro
976,moscamaleficax,a tristeza que eh ter matemática com a maravilhosa da letícia e não poder ficar admirando a maravilhosidade dela presencialmente 😭😭😭😭😭😭😭 coronavírus eu t ODEIO,Negativo
977,velarisjin,coronavírus filho da puta tá me fazendo pagar 15 conto no leite de amêndoas 😭😭😭😭😭😭😭,Negativo
978,bitocapereira,"Ir pra escola não pode porque do coronavírus!! Agora ir pra praia, baile, rock pode de boa kkkkkk",Neutro
979,vivabem_uol,Vacina contra o coronavírus: como será a colossal e complexa missão de distribuí-la pelo mundo https://t.co/ogLNyMxUDl,Neutro
980,baesuzybrasilsz,"+ Suzy doou dinheiro para apoiar os sonhos de crianças/adolescentes que infelizmente foram afetados pelo coronavírus. 

#SUZY #수지 https://t.co/x2HFX0bRYW",Neutro
981,COVID19GovAo,"Neymar anuncia que está curado da Covid-19

O internacional brasileiro Neymar recorreu, ao início da tarde desta sexta-feira, à conta oficial na rede social Twitter para anunciar que está recuperado de uma infeção pelo novo coronavírus

Fonte: notícias ao minuto https://t.co/Ob05EjyNWu",Positivo
982,Daniel_PCdoB,"Ótima notícia para o povo baiano! Nosso governador Rui Costa afirmou hoje (11) que a parceria para testar vacinas da Rússia contra a Covid-19 prevê a produção de 50 milhões de doses. O trabalho para cuidar do nosso povo não para!

#VacinaCovid19 #Coronavirus #Covid19 #VacinaRussa https://t.co/u7i6SXZ5mW",Positivo
983,LdiaAfonso,Resultados preliminares na China confirmam eficácia de remédio russo contra Covid-19 https://t.co/h3e70tdBnd,Positivo
984,luskaV21,@SeriesTWBZ Coronavírus eu te odeio,Negativo
985,vitorialyn_,"coronavirus, agora você foi longe demais https://t.co/yQ6dEhPW6b",Negativo
986,tiosam_com,"Mercado imobiliário: venda de multifamily em Miami e Orlando a todo vapor:  Fonte: Loopnet
Para especialistas, o coronavírus anda desafiando a lógica e fundamentos...
- #TioSam https://t.co/GcALxwamL7",Neutro
987,DianaDanvers09,"Coronavirus : ela não vem mais 
  Wonder fãs :foda-se  https://t.co/x0u1ajkYnc https://t.co/IBKihZko5d",Neutro
988,tuneinbrasil,"#Coronavirus (NÃO compartilhe objetos pessoais) ~Ouça Atualizações na Região SUL~

https://t.co/iZ73QVc3ST",Neutro
989,portalgmconline,"O atentado às Torres Gêmeas completa 19 anos nesta sexta-feira, num momento em que a cidade de Nova York vive um cenário de crise pela pandemia do novo coronavírus. https://t.co/i9EZw2N3yw",Negativo
990,Leugim113,"@cirogomes 130 mil mortes, entre os países com mais mortes e agora a maior recessão econômica da história.

Fora Bolsonaro!
https://t.co/KUn0iYctTL",Negativo
991,sulinformacao,Novo ano letivo será «um dos mais complexos e exigentes da nossa história» #escolas #saobrasdealportel #covid19 #coronavirus https://t.co/rMxTfd29qr,Neutro
992,ofcnicksvieira,tudo ficaria mais fácil se o coronavírus fosse embora,Neutro
993,jotave_alves,fazer redação sobre o combate ao coronavírus é pura contradição kkk,Neutro
994,mmrdjv,"Esposa estava com coronavirus e ele estava afastado. Do nada, foi convocado pelo tricolor para jogar e ENTROU EM CAMPO.

Clube irresponsável. E o Flamengo foi frouxo permitindo isso.

Deveria receber punição. E é mais uma prova de que esse campeonato não deveria acontecer. https://t.co/S6dreJcjHN",Negativo
995,xsluhan,to começando a achar q to com coronavírus,Negativo
996,rafael_pires013,Com uma média de mortes de um pouco mais de 200 pessoas por dia @jdoriajr segue a saga de flexibilizar ainda mais a economia e expor cada vez mais a população a covid-19 (coronavírus). Vai continuar morrendo bastante gente até o ano que vem essa é a realidade. Hoje mais 234 morte https://t.co/SaqcJev2sc,Negativo
997,PortalSeb,"Entretanto, essa queda salarial já era prevista, devido a crise do Coronavírus. É importante esclarecer que essas informações não são oficiais, e que são apenas fruto das apurações do jornal.",Neutro
998,digitalhouseBR,"+ Um artigo publicado ontem pela revista científica New England Journal of Medicine indica que o uso de máscara, além de proteger do novo coronavírus, diminui chances de complicações por quem é contaminado (...)",Positivo
999,digitalhouseBR,#MascaraSalva: Você deve estar cansado de saber da importância de usar máscara para a não contaminação do novo coronavírus. Mas você sabia que graças a uma análise de #dados foi descoberto que a máscara pode reduzir os sintomas da COVID-19? (...),Neutro
1000,brunarntx,@nilsongrimm @babitomasi Aham o coronavirus eh alérgico,Neutro
1001,proemark,"@celliottability https://t.co/9O4IhFm7kR

Ontario Ct = 47",Neutro
1002,corona_news_br,"Coronavírus no Brasil:

Total de casos: 4,251,455
Total de mortes: 129,865
Total de recuperações: 3,497,337
Novos casos confirmados hoje: 11,692
Casos por 1 milhão de habitantes: 19,973

Fonte: https://t.co/BbtEF7v0PG https://t.co/DTTyuenrHE",Neutro
1003,jeanfb77,@futebol_info Esse pegou Coronavirus desde 2017,Neutro
1004,ericarvalhoo_,"sextooou bb
e a gente vai fazer o que? vai ficar em casa
porque coronavírus ainda tá aí, bjs",Neutro
1005,Noticias_emFoco,"Veja nesta edição, as medidas do Timor Leste para conter a propagação do novo coronavírus
#TimorLeste #pandemia #Noticias #coronavirus https://t.co/3vCenCyI3r via @YouTube",Neutro
1006,lolxrillo,nossa muito ruim sair de máscara com 30°C. coronavírus please stop,Negativo
1007,7Motivacional,"Vejo humanos mas não vejo humanidade...
#humanidade #o #amor #a #covid #vida #solidariedade #ncia #empatia #deus #es #paz #f #respeito #brasil #humanity #caridade #coronavirus #gratid #cura #fraternidade #espiritualidade #quarentena #sa #doacao #jesus #natureza #filosofia",Neutro
1008,lorranah_,"A FOTO DA PATROA NA CAPA DA MATÉRIAAAAAAAA HSUAHSHAUSHSJAHSHAHSHSA
É A DONAAAAAAAAAAAAA https://t.co/OlxiPxmlSa https://t.co/OlxiPxmlSa",Neutro
1009,gremiogaucho3,América Latina supera 8000000 de casos de coronavírus,Negativo
1010,diegoleonardopa,O coronavirus mandando mensagem pra gente. https://t.co/vMhOlWtn6p,Neutro
1011,f4b10rms,Coronavirus é A MAIOR FRAUDE DA HISTÓRIA HUMANA. https://t.co/GuPY9AnLjf,Negativo
1012,BetimOnline,"Covid-19: Confira os dados atualizados do novo coronavírus em Betim nesta sexta-feira (11). Município tem 5.434 casos confirmados, sendo que 4.918 estão recuperados. #BetimOnline https://t.co/RDXS6zhcBu https://t.co/eDWExsV9P2",Positivo
1013,newsmedbr,"Provável status deficiente de vitamina D foi associado ao risco aumentado de COVID-19

https://t.co/u6YV1Kay5I

O risco relativo de teste positivo para #COVID19 foi 1,77 vezes maior para pacientes com provável deficiência de #VitaminaD.

@JAMANetworkOpen
#Coronavírus https://t.co/waWJ5sE847",Negativo
1014,oliveira_manuh,Coronavirus nunca me assustou..,Neutro
1015,tati_marquesp,"“O coronavírus nunca me assustou
Eu já peguei coisa pior e ainda chamei de amor”
Tierry poeta",Neutro
1016,ceIsonso,"@sdtqh @luide Parem de ser pobres, de pegar coronavirus e parem de comer tambem.",Neutro
1017,museudavida,"""A pandemia do novo #coronavírus tornou as desigualdades educacionais ainda mais evidentes"": as educadoras do Museu da Vida Priscilla da Silva e Renata Oliveira compartilham experiências de professores da rede pública diante desta nova realidade. 

🔎 https://t.co/kSKM4dtqPi https://t.co/eb1wP3mBY5",Negativo
1018,Icict_Fiocruz,"Para diretor do #Icict, Rodrigo Murtinho, a pandemia de #covid19 demonstra a importância de um sistema público de saúde: ""É o #SUS que está à frente das principais ações de combate ao #coronavírus e proteção da população"": https://t.co/iQgXUqKdZG. #COVID #aquisomosSUS #fiocruz https://t.co/k9ZCEFh3pc",Positivo
1019,TCricare,Governo da Bahia anuncia compra de 50 milhões de doses da vacina russa contra o coronavírus https://t.co/phdoEe0Gn2,Positivo
1020,juanpicabj_,@AnotherSacowea @AgustinMasso1 amigo a tu celu le agarro coronavirus?,Neutro
1021,governoparana,"#coronavírus 👉 O novo Ato Executivo (Nº 41/2020) reforça ainda que todas as ações deverão ser desempenhadas, sempre que possível, remotamente, ou em regime de escala. https://t.co/zmFXOMan1v",Neutro
1022,hnnhktsky,@mayraribm ai amg hj eu só queria pegar o coronavirus na porrada,Negativo
1023,geladog_,"Ao vivo: governo de São Paulo atualiza situação do coronavírus

https://t.co/v1GGuI9piC #Brasil #Coronavirus #AoVivo #BrunoCovas #COVID19 #Entrevista #EstadoDeSaoPau",Neutro
1024,AnaCaro15866150,"Tt aleatório de setembro de 2020: em janeiro eu achava q o filme ""Parasita"" era sobre o coronavírus,é isso,boa tarde",Neutro
1025,Bernard42108930,Ficam em casa e jogue comigo coronavirus não 🙅‍♂️🙅‍♂️🙅‍♂️🙊🙊🙊⛔⛔⛔🙅‍♀️🙅‍♀️🙅‍♀️🚫🚫🚫🙈🙈🙈🙅🙅🙅🚷,Neutro
1026,adielzwei,#Diário2: Confira os números do coronavírus no Alto Tietê https://t.co/UIRFGEcPGg,Neutro
1027,vigna_carolina,"@ianbremmer @terraleste_ na verdade é a 2a, não a única: https://t.co/n3sAEblS7u",Neutro
1028,mottamarcos,"A Premier League pressiona o governo a não atrasar os planos para o retorno dos torcedores aos estádios, alertando que o futebol pode perder o equivalente a R$700 milhões por mês enquanto os jogos são disputados com portões fechados. https://t.co/oIo7L6mVTh",Neutro
1029,Kkalenivski1,Matuê tá mais vira q o coronavírus,Neutro
1030,MinatoP3Lover,"@EPlatinada real shit
exausto de fazer coisa de coronavírus",Negativo
1031,oproseador,"Carla, mãe de seis filhos, recebe auxílio emergencial, mas o dinheiro ficou curto no mercado. Aumento de consumo mundial bate à porta do Planalto, que teme perder popularidade com elevação de preços. #Coronavírus #COVID19 #Economia #inflação #Brasil
https://t.co/3RiaKTkS1n",Negativo
1032,luizacaires3,"Acabei de participar do programa ""Elas por Elas"" da @RdGuaibaOficial comandado pela @samklein junto a esse time de mulheres poderosas da ciência para falar das últimas notícias sobre vacinas contra o coronavírus e como comunicar esse tema para a população (+) https://t.co/ODU06DwSfo",Neutro
1033,m_th__s,VAI TOMAR NO OLHO DO SEU CU CORONAVIRUS &amp; @jairbolsonaro https://t.co/WkaBTGIRN6,Negativo
1034,Reginar_r,Imunidade: podemos ter mais defesas contra o coronavírus do que se imaginava https://t.co/3ObQHUXlZp,Positivo
1035,Ubanda5,"Sextou e com saudade de uma macumba estou...

vai com calma coronavirus, tá doendo aqui dentro!",Negativo
1036,BocaJrsBRA,"📺 Transmissão no Brasil

Há ainda os jogos transmitidos exclusivamente pelo Facebook, mas pela situação do novo coronavírus não há um dia fixo para a plataforma como era anteriormente.",Neutro
1037,revistacult,"Yara Frateschi, professora de ética e filosofia da Unicamp, falou à Cult de setembro que a pandemia de coronavírus pode ser um catalisador de mudanças sociais. Leia no site da Cult, na íntegra para assinantes digitais
https://t.co/LLWEgkF8oM
(Foto: Nádia Ferreira Junqueira) https://t.co/OunJxC7de8",Neutro
1038,renatomartins,"Notícia boa! #AtitudePositiva #jornalismodesoluções

Isso que é superação! O tenista brasileiro se recuperou da Covid e agora ganha o torneio de duplas no US Open!

CONFIRA MAIS NOTÍCIAS BOAS NA NOSSA REDE #ATITUDEPOSITIVA (LINK NA BIO) https://t.co/RkiRYUVHg2",Positivo
1039,nelsonarrifes,Dou uma ou duas semanas para chegarmos aos milhares de casos diários. https://t.co/f4gfrvWwhn,Negativo
1040,bru_regina_,"Meu irmão orando: ""eu queria pedir pelo fim do coronavírus, pelos médicos q tão trabalhando. Tbm qria agradecer q eu e minha família estamos bem, q meu pai conseguiu um emprego... e q eu consegui um brawler lendário no jogo brawl stars!!!""

N sei lidar hahaha 💕",Positivo
